transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,source_dataset,instance_year,instance_month,instance_day
3-9-2021-1537,9,3,هبات,Gifts,هبه,Grant,2021-06-25,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,الصدف 4,Sadaf 4,1046.0,Unknown,Unknown,Jumeriah Beach Residence  - JBR,جميرا بيتش ريزيدنس  - الجيه بي آر ,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,83.49,763177,9140.94,1259412.0,8456.15,1.0,1.0,0.0,transactions,2021.0,6.0,25.0
1-11-2009-204972,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,يو - 14,U-14,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,استوديو,Studio,0,45.0,265000,5888.89,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
2-13-2009-200562,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2009-04-21,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,لينكس ويست تي 1,LINKS WEST T1,1046.0,Unknown,Unknown,The Greens,الروضة,برج العرب,Burj Al Arab,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,0,83.43,1530000,18338.73,1259412.0,8456.15,1.0,1.0,0.0,transactions,2009.0,4.0,21.0
1-11-2008-200100,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,الصدف 8,Sadaf 8,1046.0,Unknown,Unknown,Jumeriah Beach Residence  - JBR,جميرا بيتش ريزيدنس  - الجيه بي آر ,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,أربع غرف,4 B/R,1,261.49,949000,3629.2,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
2-13-2008-100667,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2008-08-18,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1053.0,روعة الإمارات ? الينابيع 15,Emirates Living - Springs 15,Springs - 1,الينابيع - 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,280.65,2760000,9834.31,1259412.0,8456.15,1.0,1.0,0.0,transactions,2008.0,8.0,18.0
2-13-2025-17870,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2025-06-30,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,برج كيان,CAYAN TOWER,130.0, برج كيان,CAYAN TOWER,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,116.56,1800000,15442.69,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,6.0,30.0
1-11-2011-16411,11,1,مبايعات,Sales,بيع,Sell,2011-10-27,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,جى ار ترافو ايه,G R TRAVO A,1046.0,Unknown,Unknown,The Greens,الروضة,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,غرفتين,2 B/R,1,123.19,1073888,8717.33,1259412.0,8456.15,1.0,1.0,0.0,transactions,2011.0,10.0,27.0
1-11-2014-11333,11,1,مبايعات,Sales,بيع,Sell,2014-04-24,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,جولف تاورز - T3,GOLF TOWERS T3,1046.0,Unknown,Unknown,The Greens,الروضة,برج العرب,Burj Al Arab,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,1,121.24,2400000,19795.45,1259412.0,8456.15,1.0,1.0,0.0,transactions,2014.0,4.0,24.0
1-11-2025-48739,11,1,مبايعات,Sales,بيع,Sell,2025-11-20,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,390,برج خليفة,Burj Khalifa,فورته T2,Forte T2,1660.0,فورتي,FORTE,DownTown Dubai,داون تاون دبي,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,116.04,3300000,28438.47,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,11.0,20.0
1-110-2010-2398,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2010-08-30,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,يخت باي,YACHT BAY,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,108.51,1200000,11058.89,1259412.0,8456.15,2.0,2.0,2.0,transactions,2010.0,8.0,30.0
1-11-2015-5769,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,1,العقارات القائمة,Existing Properties,341,المركز التجارى الاولى,Trade Center First,برج لطيفه,LATIFA TOWER,614.0,لطيفة تاور,LATIFA TOWER,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو أبراج الإمارات,Emirates Towers Metro Station,مول دبي,Dubai Mall,مكتب,Office,1,98.8,1542031,15607.61,1259412.0,8456.15,1.0,2.0,0.0,transactions,2015.0,6.0,22.0
1-110-2021-53,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2021-02-18,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,جاي - 06,J-06,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,Unknown,Unknown,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,0,66.5,275000,4135.34,1259412.0,8456.15,2.0,2.0,2.0,transactions,2021.0,2.0,18.0
2-13-2009-100,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2009-01-26,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1115.02,545000,488.78,1259412.0,8456.15,1.0,1.0,0.0,transactions,2009.0,1.0,26.0
1-11-2008-204049,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,مارينا تيريس,MARINA TERRACE,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مرسى دبي,Dubai Marina,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,169.18,1050000,6206.41,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2008-207841,11,1,مبايعات,Sales,بيع,Sell,2008-10-23,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,الغزلان 4,AL GHOZLAN 4,1046.0,Unknown,Unknown,The Greens,الروضة,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,غرفة,1 B/R,1,76.18,843537,11072.95,1259412.0,8456.15,1.0,1.0,0.0,transactions,2008.0,10.0,23.0
2-110-2010-717,110,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2010-04-22,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,390,برج خليفة,Burj Khalifa,برج فيوز بوديوم,Burj Views Podium,1451.0,إطلالات برج,BURJ VIEWS,DownTown Dubai,داون تاون دبي,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفة,1 B/R,1,84.17,1571784,18673.92,1571784.0,18673.92,2.0,2.0,2.0,transactions,2010.0,4.0,22.0
1-11-2013-34421,11,1,مبايعات,Sales,بيع,Sell,2013-10-28,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,390,برج خليفة,Burj Khalifa,كمون 4,KAMOON 4,1046.0,Unknown,Unknown,DownTown Dubai,داون تاون دبي,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,133.04,2850000,21422.13,1259412.0,8456.15,1.0,1.0,0.0,transactions,2013.0,10.0,28.0
1-102-2015-8038,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2015-08-20,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,435,الحبيه الرابعة,Al Hebiah Fourth,أواسيس تاور وان,OASIS TOWER ONE,501.0,واحة تاور ون,OASIS TOWER ONE,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,1,115.57,1076027,9310.61,1259412.0,8456.15,1.0,2.0,0.0,transactions,2015.0,8.0,20.0
1-11-2011-14213,11,1,مبايعات,Sales,بيع,Sell,2011-09-20,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1051.0,روعة الإمارات ? الينابيع 12,Emirates Living - Springs 12,Springs - 2,الينابيع - 2,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,354.9,2005000,5649.48,1259412.0,8456.15,1.0,2.0,0.0,transactions,2011.0,9.0,20.0
1-11-2010-9853,11,1,مبايعات,Sales,بيع,Sell,2010-06-24,3,وحدة,Unit,68.0,مخزن,Store,تخزين,Storage,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,ايميريتس كراون آر,EMIRATES CROWN  R,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مينا السياحي,Mina Seyahi,مارينا مول,Marina Mall,مخزن,Store,0,2.61,16848,6455.17,1259412.0,8456.15,1.0,1.0,0.0,transactions,2010.0,6.0,24.0
1-11-2008-101413,11,1,مبايعات,Sales,بيع,Sell,2008-07-21,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1051.0,روعة الإمارات ? الينابيع 12,Emirates Living - Springs 12,Springs - 2,الينابيع - 2,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,344.16,3200000,9298.0,1259412.0,8456.15,2.0,1.0,0.0,transactions,2008.0,7.0,21.0
1-102-2010-3162,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,410,نخلة جميرا,Palm Jumeirah,المساكن الشمالية,THE RESIDENCES NORTH,390.0,فيرمونت بالم رزيدنس,FAIRMONT PALM RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,نخلة جميرا,Palm Jumeirah,مارينا مول,Marina Mall,غرفتين,2 B/R,1,169.08,2850000,16855.93,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2018-4016,11,1,مبايعات,Sales,بيع,Sell,2018-06-20,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,435,الحبيه الرابعة,Al Hebiah Fourth,اليت 10 سبورتس رزيدنيس - 2,ELITE 10 SPORTS RESIDENCE - 2,1607.0,إيليت 10 سبورتس ريزيدنس,ELITE 10 SPORTS RESIDENCE,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,71.11,850000,11953.31,1259412.0,8456.15,1.0,1.0,0.0,transactions,2018.0,6.0,20.0
2-13-2025-19617,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2025-07-14,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1052.0,روعة الإمارات ? الينابيع 14,Emirates Living - Springs 14,Springs - 1,الينابيع - 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,255.47,2476743,9694.85,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,7.0,14.0
1-11-2016-11145,11,1,مبايعات,Sales,بيع,Sell,2016-09-27,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,المساكن الشمالية,THE RESIDENCES NORTH,390.0,فيرمونت بالم رزيدنس,FAIRMONT PALM RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,نخلة جميرا,Palm Jumeirah,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,280.91,4326000,15399.95,1259412.0,8456.15,1.0,1.0,0.0,transactions,2016.0,9.0,27.0
1-11-2017-6777,11,1,مبايعات,Sales,بيع,Sell,2017-05-15,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,929.03,4500000,4843.76,1259412.0,8456.15,1.0,2.0,0.0,transactions,2017.0,5.0,15.0
1-11-2009-213198,11,1,مبايعات,Sales,بيع,Sell,2009-06-23,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,المرجان,AL Murjan,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,145.86,1890000,12957.63,1259412.0,8456.15,1.0,1.0,0.0,transactions,2009.0,6.0,23.0
1-11-2025-3029,11,1,مبايعات,Sales,بيع,Sell,2025-01-24,3,وحدة,Unit,23.0,محل,Shop,تجاري,Commercial,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,أي - 10,I-10,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,Unknown,Unknown,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,59.0,660000,11186.44,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,1.0,24.0
1-11-2025-25033,11,1,مبايعات,Sales,بيع,Sell,2025-06-16,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,Unknown,Unknown,1062.0,البحيرات زلال,The Lakes Zulal,Unknown,Unknown,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,218.22,5600000,25662.18,1259412.0,8456.15,1.0,2.0,0.0,transactions,2025.0,6.0,16.0
1-102-2022-15019,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2022-06-13,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,سيتي سنتر رزيدنسز,City Center Residences,2359.0,سيتي سنتر رزيدنسز,City Center Residences,DownTown Dubai,داون تاون دبي,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفة,1 B/R,1,65.99,1556073,23580.44,1259412.0,8456.15,1.0,1.0,0.0,transactions,2022.0,6.0,13.0
2-810-2026-12,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,435,الحبيه الرابعة,Al Hebiah Fourth,GLOBAL GOLF RESIDENCE 2,GLOBAL GOLF RESIDENCE 2,593.0,جلوبال جولف ريزيدنس 2,GLOBAL GOLF RESIDENCE 2,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,1,135.43,520000,3839.62,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-102-2025-62457,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2025-07-15,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,ايتيرنيتاس تاور,AETERNITAS TOWER,2797.0,ايتيرنيتاس تاور,Aeternitas Tower,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,أربع غرف,4 B/R,1,274.63,9603000,34967.05,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,7.0,15.0
1-102-2013-11392,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,العنوان رزيدنسز سكاي فيو,Address Residences Sky View,1338.0,ذا أدريس ريزيدنسي - سكاي فيو,THE ADDRESS RESIDENCE - SKY VIEW,DownTown Dubai,داون تاون دبي,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,157.87,4174888,26445.1,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2013-11758,11,1,مبايعات,Sales,بيع,Sell,2013-04-22,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,افانت,Avant,1450.0,ماريناسكيب,MARINASCAPE,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مرسى دبي,Dubai Marina,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,201.41,2001000,9934.96,1259412.0,8456.15,1.0,2.0,0.0,transactions,2013.0,4.0,22.0
1-41-2013-4206,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,2013-10-31,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,390,برج خليفة,Burj Khalifa,برج النجوم,Al NOUJOUM TOWER,567.0,النجوم برج,BURJ AL NUJOOM,DownTown Dubai,داون تاون دبي,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,استوديو,Studio,1,42.35,875000,20661.16,1259412.0,8456.15,2.0,1.0,0.0,transactions,2013.0,10.0,31.0
1-11-2023-8455,11,1,مبايعات,Sales,بيع,Sell,2023-03-22,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,مارينا دايموند 5 (A),MARINA DIAMOND 5 (A),1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مرسى دبي,Dubai Marina,مارينا مول,Marina Mall,غرفة,1 B/R,1,65.62,845000,12877.17,1259412.0,8456.15,1.0,1.0,0.0,transactions,2023.0,3.0,22.0
1-102-2024-60830,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2024-08-14,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,435,الحبيه الرابعة,Al Hebiah Fourth,سبورتز من دانوب - 1,Sportz By Danube - 1,2845.0,سبورتز من دانوب ,Sportz By Danube ,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,1,78.7,1215000,15438.37,1259412.0,8456.15,1.0,1.0,0.0,transactions,2024.0,8.0,14.0
2-13-2010-5347,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,390,برج خليفة,Burj Khalifa,برج فيوز بوديوم,Burj Views Podium,1451.0,إطلالات برج,BURJ VIEWS,DownTown Dubai,داون تاون دبي,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,استوديو,Studio,1,60.76,790999,13018.42,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
2-13-2009-2044,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,364,الوصل,Al Wasl,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,882.58,2300000,2606.0,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2008-209810,11,1,مبايعات,Sales,بيع,Sell,2008-11-20,3,وحدة,Unit,23.0,محل,Shop,تجاري,Commercial,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,واي - 09,Y-09,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,38.0,409000,10763.16,1259412.0,8456.15,3.0,1.0,0.0,transactions,2008.0,11.0,20.0
1-11-2023-34733,11,1,مبايعات,Sales,بيع,Sell,2023-10-27,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,390,برج خليفة,Burj Khalifa,زانزيبيل 2,ZANZEBEEL 2,1046.0,Unknown,Unknown,DownTown Dubai,داون تاون دبي,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفة,1 B/R,1,220.87,2300000,10413.37,1259412.0,8456.15,1.0,1.0,0.0,transactions,2023.0,10.0,27.0
1-41-2025-14492,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,2025-05-13,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,435,الحبيه الرابعة,Al Hebiah Fourth,برج أمل,AMAL TOWER,591.0,برج امل,AMAL TOWER,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,75.04,840029,11194.42,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,5.0,13.0
1-11-2013-25274,11,1,مبايعات,Sales,بيع,Sell,2013-08-26,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,ايميرالد,EMERALD,1040.0, تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفة,1 B/R,1,120.4,1750000,14534.88,1259412.0,8456.15,1.0,1.0,0.0,transactions,2013.0,8.0,26.0
1-11-2013-16145,11,1,مبايعات,Sales,بيع,Sell,2013-05-27,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,جولف تاورز - T3,GOLF TOWERS T3,1046.0,Unknown,Unknown,The Greens,الروضة,برج العرب,Burj Al Arab,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,80.18,1300000,16213.52,1259412.0,8456.15,1.0,1.0,0.0,transactions,2013.0,5.0,27.0
